기준_날짜,집계_기준,기준_시간대,시작_대여소_ID,시작_대여소명,종료_대여소_ID,종료_대여소명,전체_건수,전체_이용_분,전체_이용_거리
20231219,,25,ST-1779,,ST-2625,,1,2,0
20231219,,25,ST-180,,ST-3028,,1,36,6740
20231219,,25,ST-1810,,ST-171,,1,8,870
20231219,,25,ST-1829,,ST-1829,,1,50,4220
20231219,,25,ST-1848,,ST-497,,1,2,253
20231219,,25,ST-1882,,ST-1178,,1,11,1371
20231219,,25,ST-1885,,ST-3111,,1,2,0
20231219,,25,ST-1961,,ST-3055,,1,7,1097
20231219,,25,ST-1973,,ST-277,,1,25,2675
20231219,,25,ST-2008,,ST-993,,1,18,2971
20231219,,25,ST-2027,,ST-524,,1,4,284
20231219,,25,ST-2031,,ST-1352,,1,7,1585
20231219,,25,ST-2031,,ST-2031,,1,6,370
20231219,,25,ST-2212,,ST-2561,,1,13,2611
20231219,,25,ST-2292,,ST-971,,1,7,1660
20231219,,25,ST-235,,ST-175,,1,8,2450
20231219,,25,ST-2482,,ST-2031,,1,7,1150
20231219,,25,ST-2561,,ST-17,,1,13,1460
20231219,,25,ST-2596,,ST-2609,,1,3,713
20231219,,25,ST-2634,,ST-1098,,1,9,1390
20231219,,25,ST-2635,,ST-2293,,1,4,1000
20231219,,25,ST-2658,,ST-927,,1,8,1210
20231219,,25,ST-2696,,ST-2568,,1,12,2030
20231219,,25,ST-2785,,ST-1486,,1,6,1195
20231219,,25,ST-2812,,ST-2760,,1,9,1534
20231219,,25,ST-2822,,ST-3204,,1,7,1070
20231219,,25,ST-2842,,ST-702,,1,17,1911
20231219,,25,ST-2878,,ST-838,,1,11,1370
20231219,,25,ST-2944,,ST-834,,1,7,1140
20231219,,25,ST-2996,,ST-3105,,1,4,720
20231219,,25,ST-3040,,ST-3040,,1,0,0
20231219,,25,ST-3060,,ST-1474,,1,6,1190
20231219,,25,ST-3221,,ST-958,,1,7,1715
20231219,,25,ST-3264,,ST-1217,,1,24,3360
20231219,,25,ST-368,,ST-362,,1,9,1314
20231219,,25,ST-381,,ST-254,,1,1,0
20231219,,25,ST-395,,ST-2500,,1,1,222
20231219,,25,ST-417,,ST-3182,,1,16,2292
20231219,,25,ST-422,,ST-277,,1,9,1582
20231219,,25,ST-46,,ST-304,,1,19,3615
20231219,,25,ST-46,,ST-46,,1,0,0
20231219,,25,ST-478,,ST-465,,1,10,1407
20231219,,25,ST-494,,ST-1420,,1,4,967
20231219,,25,ST-5,,ST-3062,,1,15,1811
20231219,,25,ST-6,,ST-2167,,1,5,820
20231219,,25,ST-611,,ST-1283,,1,5,704
20231219,,25,ST-643,,ST-1726,,1,14,1441
20231219,,25,ST-646,,ST-646,,1,0,0
20231219,,25,ST-664,,ST-1975,,1,7,954
20231219,,25,ST-664,,ST-664,,1,0,0
20231219,,25,ST-668,,ST-936,,1,2,341
20231219,,25,ST-725,,ST-2370,,1,17,2150
20231219,,25,ST-727,,ST-295,,1,38,5890
20231219,,25,ST-758,,ST-935,,1,3,367
20231219,,25,ST-815,,ST-1896,,1,11,1230
20231219,,25,ST-835,,ST-1352,,1,6,1000
20231219,,25,ST-838,,ST-1872,,1,4,680
20231219,,25,ST-873,,ST-1962,,1,9,1650
20231219,,25,ST-873,,ST-2820,,1,17,2490
20231219,,25,ST-930,,ST-1794,,1,6,890
20231219,,25,ST-987,,ST-387,,1,17,2746
20231219,,25,ST-1002,,ST-2039,,1,3,440
20231219,,25,ST-1065,,ST-2056,,1,8,1170
20231219,,25,ST-1095,,ST-1335,,1,9,1634
20231219,,25,ST-113,,ST-258,,1,5,1365
20231219,,25,ST-1226,,ST-1226,,1,0,0
20231219,,25,ST-1237,,ST-1274,,1,5,850
20231219,,25,ST-1441,,ST-1344,,1,7,720
20231219,,25,ST-1470,,ST-2716,,1,5,780
20231219,,25,ST-1473,,ST-1121,,1,12,1840
20231219,,25,ST-1473,,ST-2063,,1,13,2370
20231219,,25,ST-1514,,ST-2023,,1,25,960
20231219,,25,ST-1560,,ST-1879,,1,7,1424
20231219,,25,ST-1622,,ST-3087,,1,6,850
20231219,,25,ST-1665,,ST-3184,,1,12,1730
20231219,,25,ST-1676,,ST-2832,,1,4,634
20231219,,25,ST-172,,ST-1817,,1,5,795
20231219,,25,ST-1720,,ST-1420,,1,6,1230
20231219,,25,ST-1733,,ST-1733,,1,26,1820
20231219,,25,ST-1757,,ST-705,,1,25,3608
20231219,,25,ST-176,,ST-1780,,1,14,1624
20231219,,25,ST-1766,,ST-494,,1,14,2580
20231219,,25,ST-178,,ST-1609,,1,5,925
20231219,,25,ST-1817,,ST-156,,1,2,284
20231219,,25,ST-1837,,ST-1061,,1,3,590
20231219,,25,ST-19,,ST-29,,1,10,1269
20231219,,25,ST-1905,,ST-1404,,1,9,1550
20231219,,25,ST-1909,,ST-748,,1,5,1010
20231219,,25,ST-1938,,ST-2641,,1,16,2446
20231219,,25,ST-1963,,ST-1219,,1,7,981
20231219,,25,ST-1996,,ST-428,,1,7,941
20231219,,25,ST-2016,,ST-2761,,1,8,1240
20231219,,25,ST-2017,,ST-2395,,1,6,1210
20231219,,25,ST-2031,,ST-2477,,1,5,901
20231219,,25,ST-2039,,ST-1005,,1,21,3393
20231219,,25,ST-2045,,ST-3251,,1,4,773
20231219,,25,ST-2075,,ST-1333,,1,10,1768
20231219,,25,ST-2112,,ST-2730,,1,6,648
20231219,,25,ST-2257,,ST-2777,,1,6,816
20231219,,25,ST-2299,,ST-3023,,1,17,2386
20231219,,25,ST-2425,,ST-2264,,1,3,796
20231219,,25,ST-2425,,ST-460,,1,7,1550
20231219,,25,ST-2455,,ST-438,,1,4,957
20231219,,25,ST-2470,,ST-478,,1,12,1462
20231219,,25,ST-2517,,ST-180,,1,19,2800
20231219,,25,ST-2541,,ST-2544,,1,5,810
20231219,,25,ST-258,,ST-2865,,1,21,4120
20231219,,25,ST-2632,,ST-2953,,1,2,0
20231219,,25,ST-2711,,ST-3211,,1,11,2060
20231219,,25,ST-2752,,ST-2884,,1,9,1565
20231219,,25,ST-276,,ST-262,,1,8,1298
20231219,,25,ST-276,,ST-394,,1,13,2060
20231219,,25,ST-2771,,ST-2008,,1,21,1261
20231219,,25,ST-2812,,ST-1539,,1,9,1073
20231219,,25,ST-2846,,ST-2270,,1,16,2770
20231219,,25,ST-2876,,ST-550,,1,8,1500
20231219,,25,ST-2905,,ST-2167,,1,12,2200
20231219,,25,ST-2938,,ST-895,,1,8,1436
20231219,,25,ST-295,,ST-293,,1,3,492
20231219,,25,ST-2993,,ST-1510,,1,13,2654
